년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2020,강북구,76, 211 , 92 , 35 , 60 , 1 , 5 , 10 , - , 1 , 7 , 3 , 4 , - , 1 , - 
2020,강북구,77, 198 , 89 , 52 , 52 , 2 , 3 , 15 , - , 3 , 5 , 8 , - , - , 2 , - 
2020,강북구,78, 272 , 153 , 71 , 66 , 2 , 2 , 13 , - , 5 , 3 , 3 , 1 , - , 5 , - 
2020,강북구,79, 200 , 99 , 57 , 58 , - , 1 , 14 , - , 4 , 8 , 3 , 1 , - , - , - 
2020,강북구,80, 165 , 91 , 35 , 35 , 1 , 1 , 8 , - , - , 6 , 1 , - , - , - , - 
2020,강북구,81, 177 , 85 , 42 , 39 , - , 1 , 14 , - , - , 3 , - , - , - , - , - 
2020,강북구,82, 146 , 84 , 38 , 29 , 1 , 1 , 7 , - , - , 7 , - , - , - , - , - 
2020,강북구,83, 127 , 92 , 32 , 27 , 1 , 1 , 12 , - , 2 , 4 , 1 , - , - , - , - 
2020,강북구,84, 100 , 87 , 25 , 35 , 1 , - , 5 , - , 1 , 2 , - , - , - , 1 , - 
2020,강북구,85, 103 , 74 , 21 , 24 , - , - , 6 , - , 1 , 4 , 2 , - , - , - , - 
2020,강북구,86, 66 , 60 , 20 , 17 , - , - , 3 , - , 2 , - , 1 , - , - , - , - 
2020,강북구,87, 51 , 55 , 13 , 12 , 1 , - , 3 , - , 1 , 2 , - , - , - , - , - 
2020,강북구,88, 38 , 45 , 13 , 7 , - , - , 4 , - , - , - , - , - , - , - , - 
2020,강북구,89, 25 , 41 , 12 , 9 , - , - , 2 , - , - , 1 , - , - , - , - , - 
2020,강북구,90, 24 , 39 , 5 , 4 , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,91, 20 , 30 , 3 , 4 , - , - , 1 , - , - , 1 , - , - , - , - , - 
2020,강북구,92, 16 , 25 , 3 , 5 , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,93, 6 , 16 , 4 , 4 , - , - , - , - , - , 1 , - , - , - , - , - 
2020,강북구,94, 5 , 12 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,95, 4 , 5 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - 
2020,강북구,96, 6 , 9 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,97, 2 , 5 , 1 , 2 , - , - , 1 , - , - , - , - , - , - , - , - 
2020,강북구,98, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,99, 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,100, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,101, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,102, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,103, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,강북구,104, - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,소계," 6,718 "," 2,264 "," 1,635 "," 1,672 "," 1,117 ", 647 , 696 , 179 , 119 , 131 , 66 , 94 , 43 , 38 , 17 
2020,도봉구,1, - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,2, - , 1 , 1 , 3 , 1 , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,3, - , - , 1 , 7 , 1 , - , - , - , 1 , - , - , - , - , - , - 
2020,도봉구,4, 1 , 1 , - , 4 , 1 , - , - , 1 , 5 , - , - , - , - , - , - 
2020,도봉구,5, - , 1 , 2 , 6 , 2 , - , - , 3 , 4 , - , - , - , - , - , - 
2020,도봉구,6, - , - , 1 , 7 , 8 , - , - , 4 , 5 , - , - , 1 , - , 2 , - 
2020,도봉구,7, 1 , 2 , - , 3 , 15 , - , 1 , 10 , - , - , - , - , - , - , - 
2020,도봉구,8, 2 , - , - , 3 , 9 , - , - , 9 , 4 , - , - , 1 , - , - , - 
2020,도봉구,9, 1 , - , 1 , 5 , 16 , - , - , 7 , 1 , - , - , 1 , - , 1 , - 
2020,도봉구,10, 1 , 3 , 1 , 4 , 20 , - , - , 10 , - , - , - , - , - , - , - 
2020,도봉구,11, - , - , - , 2 , 14 , - , 1 , 6 , - , - , - , 1 , - , - , - 
2020,도봉구,12, 3 , 1 , 1 , 4 , 11 , - , 2 , 8 , - , - , - , - , - , - , - 
2020,도봉구,13, - , 2 , 2 , 2 , 11 , - , - , 5 , - , - , - , 1 , - , - , - 
2020,도봉구,14, 4 , 1 , 1 , 1 , 17 , - , - , 3 , - , - , - , - , - , - , - 
2020,도봉구,15, 2 , 2 , 1 , 4 , 12 , - , - , 3 , - , - , - , - , - , - , - 
2020,도봉구,16, 2 , 1 , 2 , 3 , 22 , - , 1 , 3 , - , 1 , - , - , - , - , - 
2020,도봉구,17, 2 , 4 , 2 , 4 , 15 , 1 , 1 , 3 , - , - , - , - , - , - , - 
2020,도봉구,18, - , 2 , 1 , 6 , 21 , - , - , 3 , 1 , - , - , - , - , - , - 
2020,도봉구,19, 2 , 4 , 3 , 2 , 25 , - , - , 5 , - , - , - , - , - , - , - 
2020,도봉구,20, 7 , 3 , 4 , 3 , 26 , - , - , 4 , 1 , - , - , - , - , 1 , - 
2020,도봉구,21, 1 , 1 , 4 , - , 33 , - , - , 8 , - , - , - , - , - , - , - 
2020,도봉구,22, 8 , 6 , 1 , 2 , 35 , - , 3 , 10 , - , - , - , - , 1 , 2 , - 
2020,도봉구,23, 7 , 3 , 5 , 7 , 31 , 3 , 2 , 9 , - , - , - , - , - , 1 , - 
2020,도봉구,24, 8 , 7 , 4 , 4 , 35 , - , 1 , 2 , 1 , - , - , - , - , - , - 
2020,도봉구,25, 9 , 3 , 6 , 3 , 42 , 2 , - , 8 , - , - , - , - , - , - , - 
2020,도봉구,26, 8 , 5 , 6 , 2 , 45 , 5 , 1 , 5 , - , - , - , - , 1 , 1 , - 
2020,도봉구,27, 9 , 3 , 4 , 8 , 31 , 6 , 3 , 3 , - , 1 , - , - , - , - , - 
2020,도봉구,28, 8 , 4 , 10 , 5 , 20 , 5 , 2 , 4 , - , 1 , - , - , 1 , 2 , - 
2020,도봉구,29, 10 , 4 , 6 , 7 , 37 , 5 , - , 4 , - , - , - , - , 2 , 1 , - 
2020,도봉구,30, 9 , 6 , 5 , 3 , 31 , 5 , - , 8 , 1 , - , - , - , 1 , - , - 
2020,도봉구,31, 16 , 3 , 3 , 3 , 19 , 6 , - , 1 , - , - , - , - , 1 , 1 , - 
2020,도봉구,32, 14 , 5 , 7 , 4 , 24 , 3 , 4 , 8 , - , - , - , - , - , 1 , - 
2020,도봉구,33, 14 , 2 , 5 , 2 , 23 , 2 , 3 , 7 , 1 , - , - , - , - , - , - 
2020,도봉구,34, 15 , 7 , 2 , 3 , 16 , 5 , 5 , 4 , 1 , - , - , - , - , - , - 
2020,도봉구,35, 19 , 3 , 11 , 4 , 25 , 6 , 1 , 1 , - , 1 , - , - , 1 , - , - 
2020,도봉구,36, 14 , 3 , 7 , 2 , 16 , 10 , - , 2 , - , - , - , 1 , - , - , - 
2020,도봉구,37, 25 , 4 , 13 , 3 , 25 , 6 , 3 , 1 , - , 1 , - , 1 , 2 , - , - 
2020,도봉구,38, 27 , 11 , 11 , 8 , 26 , 6 , 2 , 1 , 1 , - , - , - , 1 , - , - 
2020,도봉구,39, 29 , 7 , 6 , 7 , 22 , 12 , 4 , 1 , 1 , - , 1 , - , 3 , - , - 
2020,도봉구,40, 30 , 7 , 16 , 8 , 17 , 14 , 4 , - , - , - , - , 1 , 1 , 1 , - 
2020,도봉구,41, 32 , 3 , 9 , 7 , 22 , 19 , 4 , - , - , - , - , - , - , - , 1 
2020,도봉구,42, 35 , 5 , 11 , 11 , 20 , 11 , 1 , - , 1 , - , - , - , - , - , 1 
2020,도봉구,43, 47 , 2 , 17 , 15 , 18 , 12 , 3 , 2 , - , 1 , - , 1 , - , - , - 
2020,도봉구,44, 56 , 6 , 9 , 13 , 11 , 13 , 7 , 1 , 1 , 1 , - , - , 2 , - , 2 
2020,도봉구,45, 30 , 3 , 11 , 6 , 17 , 12 , 8 , - , 2 , - , - , 1 , 1 , 2 , 1 
2020,도봉구,46, 66 , 4 , 13 , 8 , 17 , 14 , 14 , - , 2 , - , 1 , - , 1 , - , - 
2020,도봉구,47, 57 , 8 , 27 , 13 , 18 , 21 , 7 , - , 1 , - , - , - , 1 , - , - 
2020,도봉구,48, 55 , 9 , 19 , 16 , 18 , 32 , 12 , - , 2 , - , 1 , - , 1 , 1 , - 
2020,도봉구,49, 82 , 10 , 16 , 20 , 14 , 21 , 12 , 1 , 3 , 1 , 1 , - , - , - , - 
2020,도봉구,50, 107 , 11 , 20 , 17 , 13 , 30 , 14 , - , - , 2 , - , - , 2 , - , - 
2020,도봉구,51, 100 , 16 , 22 , 18 , 18 , 29 , 14 , - , 3 , - , - , 2 , 4 , - , 2 
2020,도봉구,52, 108 , 10 , 27 , 17 , 19 , 21 , 20 , - , - , - , 2 , 4 , 1 , - , - 
2020,도봉구,53, 121 , 13 , 27 , 11 , 10 , 24 , 13 , - , 3 , - , 2 , 2 , - , 1 , - 
2020,도봉구,54, 119 , 13 , 23 , 14 , 6 , 21 , 17 , - , - , 2 , 1 , 2 , 3 , - , - 
2020,도봉구,55, 125 , 6 , 19 , 30 , 8 , 24 , 21 , - , 2 , 1 , - , 3 , 2 , 1 , - 
2020,도봉구,56, 132 , 22 , 20 , 20 , 7 , 21 , 16 , - , 3 , 1 , 1 , 5 , 2 , - , - 
2020,도봉구,57, 126 , 20 , 26 , 26 , 6 , 26 , 15 , - , 4 , 3 , - , 1 , 1 , - , - 
2020,도봉구,58, 169 , 21 , 36 , 24 , 7 , 20 , 27 , 1 , 1 , 1 , 2 , 1 , 1 , - , - 
2020,도봉구,59, 192 , 35 , 39 , 31 , 8 , 20 , 16 , - , 4 , - , 3 , 3 , - , 1 , - 
2020,도봉구,60, 190 , 26 , 42 , 33 , 8 , 17 , 26 , - , 3 , - , 3 , 4 , - , 1 , - 
2020,도봉구,61, 197 , 29 , 55 , 41 , 6 , 17 , 26 , - , 4 , 3 , 1 , 2 , 1 , 1 , - 
2020,도봉구,62, 190 , 25 , 42 , 36 , 5 , 17 , 17 , - , 1 , 1 , - , 1 , 2 , 1 , - 
2020,도봉구,63, 211 , 45 , 32 , 38 , 11 , 10 , 22 , - , 2 , 3 , 5 , 6 , - , 2 , 1 
2020,도봉구,64, 191 , 46 , 31 , 31 , 5 , 17 , 21 , - , - , 3 , 6 , 11 , - , - , 1 
2020,도봉구,65, 233 , 48 , 32 , 60 , 1 , 10 , 23 , - , 2 , 1 , 4 , 2 , - , - , 1 
2020,도봉구,66, 180 , 41 , 37 , 38 , 5 , 7 , 17 , - , 1 , 6 , 1 , 5 , - , 1 , 2 
2020,도봉구,67, 143 , 30 , 36 , 29 , 2 , 6 , 19 , - , 4 , 4 , 2 , 2 , 2 , - , - 
2020,도봉구,68, 183 , 29 , 39 , 51 , 2 , 14 , 17 , - , 2 , 3 , 1 , 3 , - , - , 1 
2020,도봉구,69, 164 , 43 , 30 , 41 , 1 , 1 , 11 , - , 3 , 3 , - , 4 , - , 1 , - 
2020,도봉구,70, 151 , 55 , 43 , 36 , 2 , 6 , 15 , - , 1 , 3 , - , 1 , 1 , 1 , 1 
2020,도봉구,71, 167 , 50 , 41 , 57 , 1 , 2 , 19 , - , 5 , 1 , 5 , 5 , - , - , - 
2020,도봉구,72, 206 , 71 , 41 , 56 , 2 , 7 , 14 , - , 2 , 6 , 3 , 3 , - , - , - 
2020,도봉구,73, 183 , 74 , 52 , 54 , 1 , 3 , 16 , - , 1 , 5 , 3 , 3 , - , 3 , - 
2020,도봉구,74, 166 , 57 , 43 , 45 , 2 , 3 , 14 , - , 4 , 3 , 2 , 2 , - , - , - 
2020,도봉구,75, 155 , 70 , 39 , 40 , - , 4 , 12 , - , 2 , 4 , - , 3 , - , - , - 
2020,도봉구,76, 180 , 68 , 37 , 52 , - , 4 , 15 , - , 2 , 5 , 1 , - , - , - , - 
2020,도봉구,77, 163 , 75 , 46 , 57 , 1 , - , 12 , - , 4 , 4 , 1 , - , - , 1 , 1 
2020,도봉구,78, 215 , 117 , 50 , 57 , 1 , - , 24 , - , 3 , 9 , 5 , - , - , 1 , - 
2020,도봉구,79, 177 , 85 , 38 , 53 , 1 , 2 , 11 , - , - , 6 , - , 2 , - , - , 1 
2020,도봉구,80, 133 , 81 , 38 , 45 , 1 , 1 , 7 , - , 3 , 4 , - , - , - , - , - 
2020,도봉구,81, 142 , 79 , 35 , 44 , - , 1 , 12 , - , 3 , 5 , - , 1 , - , 2 , 1 
2020,도봉구,82, 126 , 87 , 33 , 36 , - , 3 , 12 , - , 3 , 5 , 3 , - , - , - , - 
2020,도봉구,83, 128 , 77 , 34 , 27 , - , - , 13 , - , 1 , 2 , 2 , 1 , - , 1 , - 
2020,도봉구,84, 93 , 72 , 27 , 24 , - , 1 , 2 , - , 1 , 1 , 1 , - , - , 1 , - 
2020,도봉구,85, 92 , 70 , 23 , 36 , - , 1 , 1 , - , - , 6 , 1 , - , - , - , - 
2020,도봉구,86, 61 , 49 , 21 , 16 , - , - , 2 , - , - , 4 , - , - , - , - , - 
2020,도봉구,87, 52 , 53 , 12 , 21 , 1 , - , 3 , - , - , 3 , - , - , - , - , - 
2020,도봉구,88, 47 , 53 , 9 , 14 , - , - , 4 , - , - , 5 , - , - , - , - , - 
2020,도봉구,89, 35 , 35 , 12 , 9 , - , - , 1 , - , - , 1 , - , - , - , 1 , - 
2020,도봉구,90, 23 , 44 , 12 , 2 , - , - , 1 , - , 1 , 1 , 1 , - , - , - , - 
2020,도봉구,91, 21 , 40 , 6 , 3 , 1 , - , 1 , - , 1 , 2 , - , - , - , - , - 
2020,도봉구,92, 17 , 29 , 7 , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,93, 12 , 24 , 5 , 4 , - , - , - , - , - , 1 , - , - , - , - , - 
2020,도봉구,94, 7 , 19 , 2 , 3 , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,95, 5 , 8 , - , 3 , - , - , 1 , - , - , - , - , - , - , - , - 
2020,도봉구,96, 3 , 8 , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,97, 6 , 7 , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,98, 1 , 3 , - , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,99, 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,100, - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,도봉구,102, 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,소계," 11,819 "," 3,588 "," 2,775 "," 2,911 "," 2,296 "," 1,496 "," 1,105 ", 386 , 248 , 187 , 151 , 111 , 114 , 93 , 32 
2020,노원구,1, - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,2, - , - , 1 , 5 , - , - , - , - , - , - , - , 1 , - , - , - 
2020,노원구,3, 1 , 1 , - , 7 , - , - , - , 1 , - , - , - , - , - , - , - 
2020,노원구,4, - , 1 , 3 , 3 , 2 , - , - , 5 , 4 , - , - , - , - , - , - 
2020,노원구,5, - , 1 , 3 , 4 , 8 , - , - , 8 , 3 , - , - , - , - , - , - 
2020,노원구,6, - , 4 , - , 5 , 14 , - , - , 17 , 5 , - , - , - , - , - , - 
2020,노원구,7, 1 , 1 , 2 , 2 , 21 , - , - , 16 , - , - , - , - , - , 2 , - 
2020,노원구,8, 1 , 2 , - , 6 , 21 , - , - , 17 , 2 , - , - , - , - , 1 , - 
2020,노원구,9, 2 , 2 , 1 , 5 , 22 , - , - , 10 , 2 , - , - , - , - , - , - 
2020,노원구,10, 3 , 3 , 1 , 5 , 24 , - , 1 , 19 , - , - , - , - , - , - , - 
2020,노원구,11, 1 , 1 , 2 , 11 , 30 , - , - , 13 , 2 , - , - , - , 1 , - , - 
2020,노원구,12, 2 , 2 , 2 , 6 , 31 , - , - , 13 , - , - , - , - , - , - , - 
2020,노원구,13, 3 , 1 , 3 , 11 , 31 , - , 1 , 13 , - , - , - , 1 , 1 , - , - 
2020,노원구,14, 2 , 1 , 1 , 3 , 28 , - , - , 8 , 1 , - , - , 1 , 1 , 1 , - 
2020,노원구,15, - , 4 , 4 , 6 , 29 , - , - , 8 , - , - , - , - , - , 1 , - 
2020,노원구,16, 6 , 3 , - , 12 , 38 , - , - , 6 , 1 , - , - , - , - , - , - 
2020,노원구,17, 6 , 3 , 4 , 7 , 23 , - , - , 12 , 1 , - , - , - , - , - , - 
2020,노원구,18, 5 , 3 , 2 , 7 , 47 , - , - , 17 , - , - , - , 1 , - , - , - 
2020,노원구,19, 7 , 3 , 5 , 8 , 51 , - , 1 , 16 , - , 1 , - , - , 1 , - , - 
2020,노원구,20, 9 , 3 , 4 , 8 , 65 , - , - , 15 , 1 , - , - , 1 , 1 , - , 1 
2020,노원구,21, 10 , 1 , 15 , 11 , 62 , 1 , - , 15 , 3 , - , - , - , - , - , 1 
2020,노원구,22, 9 , 2 , 5 , 10 , 65 , 3 , 2 , 15 , - , - , - , - , - , 1 , - 
2020,노원구,23, 6 , 7 , 4 , 7 , 65 , - , 2 , 11 , - , - , - , 1 , - , - , - 
2020,노원구,24, 18 , 4 , 6 , 12 , 71 , 2 , 1 , 20 , 1 , - , - , - , 1 , 2 , 2 
2020,노원구,25, 9 , 5 , 13 , 11 , 47 , 3 , - , 17 , - , - , 1 , - , - , - , - 
2020,노원구,26, 8 , 5 , 9 , 11 , 44 , 8 , 4 , 8 , - , - , - , - , - , 1 , - 
2020,노원구,27, 16 , 4 , 6 , 9 , 47 , 5 , - , 4 , 1 , 1 , - , - , - , - , - 
2020,노원구,28, 12 , 3 , 5 , 5 , 56 , 7 , 3 , 19 , - , 1 , - , - , - , - , - 
2020,노원구,29, 20 , 5 , 11 , 9 , 47 , 7 , 2 , 7 , 1 , - , - , - , - , - , - 
2020,노원구,30, 21 , 5 , 10 , 6 , 53 , 8 , 2 , 11 , 1 , - , - , - , 1 , 1 , - 
2020,노원구,31, 20 , 2 , 11 , 8 , 58 , 8 , 2 , 7 , 1 , - , - , - , 1 , - , - 
2020,노원구,32, 14 , 12 , 8 , 9 , 54 , 4 , 2 , 8 , 2 , - , - , - , - , - , - 
2020,노원구,33, 20 , 3 , 17 , 8 , 44 , 7 , 1 , 3 , 1 , - , - , 1 , 1 , - , - 
2020,노원구,34, 22 , 9 , 14 , 11 , 40 , 8 , 3 , 6 , 1 , - , - , - , 2 , 1 , - 
2020,노원구,35, 31 , 9 , 13 , 10 , 39 , 12 , 4 , 3 , - , - , - , - , 1 , 1 , - 
2020,노원구,36, 34 , 4 , 9 , 9 , 46 , 8 , 4 , 2 , 1 , - , - , 1 , 2 , 1 , - 
2020,노원구,37, 41 , 2 , 22 , 8 , 54 , 18 , 9 , 2 , 2 , 2 , - , - , - , - , - 
2020,노원구,38, 42 , 11 , 15 , 13 , 55 , 17 , 6 , 3 , - , 1 , - , - , - , - , 1 
2020,노원구,39, 60 , 10 , 17 , 18 , 49 , 11 , 4 , 2 , 2 , - , - , 1 , 1 , - , 1 
2020,노원구,40, 62 , 9 , 21 , 13 , 37 , 19 , 10 , 1 , - , 1 , - , 2 , 2 , 1 , - 
2020,노원구,41, 72 , 9 , 20 , 20 , 39 , 16 , 15 , 1 , 1 , 1 , - , - , 1 , - , - 
2020,노원구,42, 74 , 12 , 22 , 9 , 36 , 24 , 8 , 1 , 2 , 1 , - , 1 , - , - , 1 
2020,노원구,43, 79 , 9 , 18 , 18 , 36 , 18 , 12 , - , 1 , - , 1 , 4 , - , - , 1 
2020,노원구,44, 90 , 10 , 19 , 23 , 33 , 22 , 14 , 2 , 3 , - , 1 , 2 , 1 , - , 1 
2020,노원구,45, 89 , 11 , 27 , 17 , 41 , 33 , 11 , 2 , - , 2 , 1 , 1 , 3 , 1 , - 
2020,노원구,46, 102 , 10 , 32 , 24 , 28 , 35 , 18 , - , 2 , 2 , 2 , 3 , 1 , 1 , - 
2020,노원구,47, 128 , 15 , 28 , 25 , 36 , 27 , 17 , - , 3 , 1 , - , - , 4 , 1 , 1 
2020,노원구,48, 135 , 15 , 37 , 32 , 33 , 55 , 29 , - , 5 , 1 , 2 , - , 2 , - , - 
2020,노원구,49, 147 , 15 , 37 , 34 , 29 , 44 , 17 , 2 , 6 , 3 , 2 , 1 , 4 , 3 , - 
2020,노원구,50, 145 , 15 , 33 , 33 , 28 , 47 , 19 , - , 5 , 2 , 1 , 2 , 5 , - , - 
2020,노원구,51, 164 , 16 , 47 , 34 , 34 , 53 , 25 , - , 5 , 1 , 2 , 2 , 3 , - , 2 
2020,노원구,52, 188 , 21 , 43 , 32 , 25 , 48 , 21 , - , 5 , - , 3 , 3 , 6 , 1 , - 
2020,노원구,53, 201 , 20 , 42 , 36 , 29 , 36 , 30 , - , 6 , 1 , 4 , 4 , 3 , - , - 
2020,노원구,54, 203 , 28 , 35 , 45 , 34 , 62 , 26 , - , 2 , 1 , - , 1 , 1 , 1 , - 
2020,노원구,55, 174 , 34 , 42 , 26 , 20 , 57 , 26 , - , 5 , 2 , 2 , 3 , 7 , 1 , - 
2020,노원구,56, 221 , 27 , 46 , 50 , 25 , 62 , 26 , - , 9 , 3 , 3 , 5 , 4 , - , - 
2020,노원구,57, 221 , 31 , 45 , 41 , 21 , 59 , 22 , - , 9 , 2 , 1 , 4 , 3 , - , - 
2020,노원구,58, 296 , 35 , 62 , 65 , 19 , 56 , 50 , - , 4 , 3 , 6 , 3 , 6 , 1 , 1 
2020,노원구,59, 311 , 48 , 55 , 52 , 27 , 70 , 26 , - , 1 , 1 , 5 , 2 , 6 , - , 1 
2020,노원구,60, 321 , 61 , 69 , 56 , 23 , 58 , 38 , - , 6 , 3 , 6 , 7 , 2 , 1 , 1 
2020,노원구,61, 346 , 49 , 82 , 55 , 13 , 46 , 27 , - , 7 , 1 , 3 , 6 , 4 , 2 , 2 
2020,노원구,62, 315 , 61 , 69 , 76 , 23 , 57 , 40 , - , 5 , 8 , 3 , 3 , 5 , 1 , 1 
2020,노원구,63, 357 , 58 , 71 , 70 , 20 , 56 , 39 , - , 4 , 8 , 4 , 7 , 4 , 3 , 1 
2020,노원구,64, 360 , 63 , 71 , 69 , 22 , 37 , 36 , - , 12 , 5 , 6 , 6 , 5 , 1 , 1 
2020,노원구,65, 369 , 63 , 64 , 89 , 14 , 38 , 24 , - , 8 , 6 , 8 , 6 , 3 , 3 , - 
2020,노원구,66, 308 , 69 , 67 , 89 , 14 , 37 , 30 , - , 6 , 6 , 7 , 5 , - , 3 , - 
2020,노원구,67, 310 , 59 , 65 , 78 , 11 , 20 , 32 , - , 7 , 9 , 7 , 4 , 2 , 6 , 1 
2020,노원구,68, 355 , 77 , 66 , 74 , 13 , 35 , 42 , - , 10 , 5 , 10 , 1 , 1 , 3 , 2 
2020,노원구,69, 269 , 69 , 55 , 68 , 2 , 16 , 21 , - , 7 , 1 , 3 , 1 , 3 , 4 , 1 
2020,노원구,70, 302 , 69 , 63 , 67 , 3 , 18 , 24 , - , 4 , 7 , 10 , - , 2 , 1 , - 
2020,노원구,71, 376 , 71 , 64 , 100 , 7 , 17 , 25 , - , 9 , 4 , 11 , 3 , 1 , 5 , 1 
2020,노원구,72, 326 , 111 , 67 , 54 , 3 , 11 , 27 , - , 1 , 8 , 5 , - , 3 , 4 , 1 
2020,노원구,73, 359 , 107 , 83 , 88 , 4 , 13 , 20 , - , 4 , 7 , 3 , 1 , - , 5 , 3 
2020,노원구,74, 310 , 102 , 71 , 55 , 7 , 10 , 20 , - , 6 , 2 , 4 , 3 , - , 1 , - 
2020,노원구,75, 269 , 97 , 60 , 81 , 2 , 2 , 12 , - , 5 , 7 , 4 , 2 , 1 , 3 , - 
2020,노원구,76, 297 , 105 , 61 , 83 , 6 , 7 , 16 , - , 1 , 4 , 3 , 2 , 1 , 3 , - 
2020,노원구,77, 251 , 135 , 68 , 70 , 1 , 8 , 17 , - , 7 , 6 , 2 , - , - , 1 , 1 
2020,노원구,78, 364 , 182 , 105 , 96 , 3 , 6 , 24 , - , 2 , 3 , 2 , 1 , - , 2 , - 
2020,노원구,79, 289 , 125 , 58 , 79 , 5 , 8 , 14 , - , 4 , 6 , 1 , 1 , - , 1 , 1 
2020,노원구,80, 246 , 120 , 55 , 83 , 3 , 4 , 14 , - , 3 , 7 , 5 , - , - , 3 , 1 
2020,노원구,81, 238 , 136 , 57 , 54 , 3 , 3 , 14 , - , 3 , 6 , 1 , - , - , 1 , - 
2020,노원구,82, 223 , 148 , 55 , 50 , 2 , 4 , 15 , - , 4 , 6 , 1 , - , - , - , - 
2020,노원구,83, 207 , 128 , 42 , 57 , - , - , 13 , - , 2 , 3 , 1 , - , - , 2 , - 
2020,노원구,84, 179 , 99 , 40 , 38 , - , - , 11 , - , 2 , 2 , - , - , - , 3 , - 
2020,노원구,85, 161 , 100 , 39 , 45 , - , 2 , 11 , - , 1 , 3 , 1 , - , - , 2 , - 
2020,노원구,86, 122 , 87 , 42 , 41 , - , - , 5 , - , 2 , 3 , - , - , - , 1 , - 
2020,노원구,87, 105 , 90 , 25 , 18 , - , - , 2 , - , 1 , 5 , 3 , - , - , 1 , - 
2020,노원구,88, 67 , 85 , 13 , 26 , - , - , 6 , - , 1 , 2 , - , - , - , 2 , - 
2020,노원구,89, 66 , 55 , 15 , 18 , - , 1 , 6 , - , 1 , 2 , - , - , - , - , - 
2020,노원구,90, 51 , 60 , 14 , 14 , - , 1 , 1 , - , - , 2 , - , - , - , - , - 
2020,노원구,91, 45 , 53 , 5 , 13 , - , - , 1 , - , - , - , - , - , - , - , - 
2020,노원구,92, 32 , 44 , 9 , 6 , - , 1 , 1 , - , - , 1 , - , - , - , 1 , - 
2020,노원구,93, 20 , 30 , 9 , 3 , - , - , 1 , - , - , 1 , - , - , - , - , - 
2020,노원구,94, 13 , 25 , 3 , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,95, 11 , 11 , 2 , 4 , - , - , - , - , - , 2 , - , - , - , - , - 
2020,노원구,96, 5 , 11 , 3 , 2 , - , - , - , - , - , 2 , - , - , - , - , - 
2020,노원구,97, 4 , 18 , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,98, 2 , 6 , 3 , - , 1 , - , - , - , - , - , - , - , - , - , - 
2020,노원구,99, 3 , 3 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,100, - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,101, - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,102, 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,103, - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,104, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,105, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,노원구,107, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,소계," 9,010 "," 3,235 "," 2,358 "," 2,236 "," 1,786 "," 1,162 ", 882 , 333 , 173 , 167 , 130 , 154 , 68 , 55 , 24 
2020,은평구,1, - , 4 , - , 3 , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,2, - , - , - , 6 , 2 , - , - , - , - , - , - , - , - , - , - 
