년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2020,은평구,3, 1 , 1 , - , 9 , 2 , - , - , 1 , 1 , - , - , - , 1 , - , - 
2020,은평구,4, - , 1 , - , 7 , 6 , - , - , 4 , 4 , - , - , 1 , - , - , - 
2020,은평구,5, - , 4 , 1 , 3 , 4 , - , - , 9 , 5 , - , - , 1 , - , - , - 
2020,은평구,6, - , 5 , - , 10 , 12 , - , - , 18 , 2 , - , - , - , - , - , - 
2020,은평구,7, 1 , 1 , 1 , 7 , 21 , - , - , 13 , 1 , - , - , 1 , - , 1 , - 
2020,은평구,8, - , - , 2 , 14 , 24 , - , 1 , 16 , 1 , - , - , - , 1 , - , - 
2020,은평구,9, 2 , 3 , 3 , 7 , 18 , - , - , 23 , 1 , - , - , - , - , - , - 
2020,은평구,10, 2 , - , - , 9 , 24 , - , - , 20 , 2 , - , - , - , - , - , - 
2020,은평구,11, 1 , - , 1 , 7 , 11 , - , - , 17 , 3 , - , - , 1 , - , 1 , - 
2020,은평구,12, - , 2 , 2 , 7 , 31 , - , - , 8 , 1 , - , - , - , - , - , - 
2020,은평구,13, - , 1 , 1 , 9 , 27 , - , - , 9 , - , - , - , 1 , - , - , - 
2020,은평구,14, 2 , 2 , - , 4 , 25 , - , - , 7 , - , - , - , - , - , - , - 
2020,은평구,15, 3 , 3 , 1 , 5 , 27 , - , - , 5 , - , - , - , - , - , - , - 
2020,은평구,16, 2 , 1 , 2 , 6 , 37 , - , 1 , 11 , - , - , - , - , - , - , - 
2020,은평구,17, 1 , 2 , 1 , 6 , 50 , - , - , 7 , 2 , - , - , 1 , - , - , - 
2020,은평구,18, 3 , 4 , 2 , 5 , 35 , - , - , 6 , - , 1 , - , 2 , - , 3 , - 
2020,은평구,19, 5 , 5 , 6 , 1 , 48 , 1 , - , 11 , - , - , - , - , - , - , - 
2020,은평구,20, 7 , 4 , 2 , 10 , 37 , - , 1 , 14 , - , - , - , 1 , 1 , - , - 
2020,은평구,21, 4 , 7 , 4 , 4 , 33 , 1 , - , 17 , - , - , - , 3 , - , 4 , - 
2020,은평구,22, 6 , 4 , 4 , 7 , 48 , 2 , - , 9 , - , - , - , - , - , - , - 
2020,은평구,23, 10 , 5 , 5 , 4 , 45 , 2 , 1 , 8 , 2 , - , - , - , - , - , - 
2020,은평구,24, 10 , 7 , 11 , 7 , 45 , 1 , 1 , 12 , - , - , - , - , 1 , 1 , - 
2020,은평구,25, 12 , 5 , 12 , 6 , 44 , 4 , 3 , 11 , - , - , - , - , 1 , - , - 
2020,은평구,26, 18 , 7 , 14 , 7 , 43 , - , 2 , 14 , - , - , - , 1 , 1 , 1 , - 
2020,은평구,27, 10 , 2 , 7 , 7 , 57 , 1 , 1 , 6 , 1 , - , - , - , - , - , - 
2020,은평구,28, 17 , 4 , 13 , 6 , 51 , 6 , 2 , 7 , 2 , - , - , - , - , - , - 
2020,은평구,29, 18 , 10 , 12 , 9 , 48 , 3 , 5 , 9 , - , - , - , - , - , 2 , - 
2020,은평구,30, 11 , 4 , 17 , 2 , 30 , 5 , 1 , 9 , 1 , - , - , - , 1 , - , - 
2020,은평구,31, 16 , 5 , 9 , 5 , 32 , 6 , 1 , 4 , - , - , - , - , - , - , - 
2020,은평구,32, 28 , 6 , 13 , 6 , 33 , 7 , 2 , 5 , 1 , - , - , 1 , - , - , - 
2020,은평구,33, 19 , 6 , 12 , 8 , 32 , 8 , 2 , 8 , - , 1 , - , - , 1 , 2 , - 
2020,은평구,34, 29 , 3 , 17 , 5 , 31 , 8 , 2 , 1 , 1 , - , 1 , 1 , 1 , 1 , 1 
2020,은평구,35, 25 , 1 , 20 , 5 , 22 , 10 , 3 , 5 , - , 1 , - , - , 1 , - , - 
2020,은평구,36, 28 , 3 , 10 , 9 , 26 , 11 , 5 , - , - , 1 , - , - , 2 , - , - 
2020,은평구,37, 42 , 3 , 21 , 10 , 29 , 13 , 1 , 2 , - , - , - , 1 , 2 , 1 , - 
2020,은평구,38, 47 , 5 , 13 , 11 , 27 , 15 , 4 , 1 , 3 , - , - , 1 , 1 , - , - 
2020,은평구,39, 47 , 10 , 19 , 9 , 36 , 13 , 6 , 2 , 1 , - , - , - , 3 , - , - 
2020,은평구,40, 55 , 8 , 13 , 15 , 30 , 15 , 2 , 1 , - , - , 1 , - , 2 , - , - 
2020,은평구,41, 62 , 9 , 14 , 13 , 21 , 18 , 8 , - , - , 1 , - , 2 , 1 , - , - 
2020,은평구,42, 67 , 7 , 12 , 9 , 20 , 18 , 4 , - , - , - , 1 , 1 , - , 1 , - 
2020,은평구,43, 62 , 6 , 21 , 13 , 31 , 20 , 8 , - , 1 , - , - , - , 2 , - , 2 
2020,은평구,44, 78 , 7 , 24 , 8 , 40 , 20 , 6 , 1 , 1 , - , 2 , 2 , 1 , - , 2 
2020,은평구,45, 68 , 10 , 26 , 16 , 29 , 27 , 12 , 2 , 2 , - , 1 , 1 , - , 1 , - 
2020,은평구,46, 87 , 9 , 19 , 15 , 32 , 30 , 9 , - , 2 , - , - , 3 , 1 , - , - 
2020,은평구,47, 79 , 10 , 40 , 28 , 32 , 37 , 10 , - , 4 , - , 1 , 4 , 2 , 2 , 3 
2020,은평구,48, 82 , 16 , 29 , 23 , 35 , 33 , 16 , - , 1 , - , - , 1 , 5 , - , - 
2020,은평구,49, 118 , 14 , 37 , 20 , 45 , 40 , 16 , - , 2 , - , 2 , 3 , 2 , 1 , 3 
2020,은평구,50, 110 , 9 , 28 , 22 , 25 , 40 , 16 , - , 2 , - , - , 2 , 3 , - , - 
2020,은평구,51, 146 , 19 , 28 , 30 , 23 , 42 , 21 , - , 1 , 1 , 1 , 3 , 3 , - , - 
2020,은평구,52, 141 , 16 , 44 , 22 , 17 , 45 , 17 , - , 4 , - , 1 , 8 , 2 , 1 , - 
2020,은평구,53, 158 , 20 , 36 , 22 , 18 , 53 , 19 , - , 4 , 2 , 1 , 4 , 2 , 1 , - 
2020,은평구,54, 138 , 17 , 40 , 31 , 26 , 37 , 22 , - , 4 , 1 , 2 , 4 , 2 , 1 , 1 
2020,은평구,55, 151 , 31 , 44 , 25 , 14 , 31 , 20 , - , 6 , 1 , 2 , 2 , 2 , - , - 
2020,은평구,56, 169 , 26 , 44 , 33 , 13 , 28 , 20 , - , 2 , 1 , 1 , 4 , - , 1 , - 
2020,은평구,57, 196 , 22 , 43 , 35 , 14 , 24 , 20 , - , 2 , 1 , 2 , 6 , 2 , 1 , 1 
2020,은평구,58, 179 , 31 , 45 , 38 , 15 , 49 , 18 , - , 1 , 3 , 2 , 5 , 2 , 1 , - 
2020,은평구,59, 205 , 35 , 56 , 54 , 21 , 44 , 23 , - , 3 , 2 , 2 , 6 , 3 , 2 , - 
2020,은평구,60, 235 , 47 , 52 , 44 , 11 , 44 , 26 , - , 3 , 6 , 4 , 9 , 2 , 3 , - 
2020,은평구,61, 243 , 39 , 48 , 54 , 16 , 42 , 26 , - , 7 , 4 , 3 , 9 , - , - , - 
2020,은평구,62, 218 , 39 , 49 , 51 , 18 , 35 , 21 , - , 3 , 1 , 4 , 1 , - , - , 1 
2020,은평구,63, 257 , 50 , 39 , 58 , 6 , 27 , 24 , - , 3 , 3 , 6 , 4 , 1 , 1 , 1 
2020,은평구,64, 242 , 45 , 43 , 61 , 14 , 26 , 28 , - , 5 , 3 , 5 , 3 , 2 , 1 , - 
2020,은평구,65, 258 , 39 , 49 , 59 , 2 , 32 , 30 , - , 6 , 5 , 5 , 7 , 2 , 1 , - 
2020,은평구,66, 247 , 55 , 42 , 59 , 9 , 22 , 23 , - , 6 , 3 , 5 , 4 , 1 , 3 , - 
2020,은평구,67, 229 , 47 , 56 , 50 , 5 , 25 , 15 , - , 3 , 6 , 4 , 6 , - , - , - 
2020,은평구,68, 237 , 64 , 55 , 68 , 8 , 21 , 33 , - , 4 , 10 , 3 , 6 , - , - , 1 
2020,은평구,69, 206 , 48 , 37 , 46 , 7 , 17 , 19 , - , 4 , 2 , 3 , 6 , - , - , 1 
2020,은평구,70, 224 , 74 , 48 , 62 , 8 , 21 , 23 , - , 4 , 4 , 2 , 2 , - , 1 , 1 
2020,은평구,71, 249 , 82 , 71 , 63 , 4 , 12 , 26 , - , 3 , 4 , 7 , 6 , 2 , - , - 
2020,은평구,72, 255 , 87 , 63 , 60 , 1 , 9 , 23 , - , 6 , 9 , 7 , 5 , - , - , - 
2020,은평구,73, 284 , 115 , 69 , 58 , 3 , 14 , 18 , - , 6 , 8 , 8 , 1 , - , 2 , - 
2020,은평구,74, 245 , 73 , 64 , 64 , 2 , 5 , 14 , - , 3 , 6 , 4 , - , - , 1 , - 
2020,은평구,75, 221 , 89 , 52 , 47 , 3 , 8 , 22 , - , 4 , 6 , 7 , 1 , - , - , - 
2020,은평구,76, 250 , 103 , 54 , 51 , 1 , 4 , 18 , - , 5 , 4 , 6 , 1 , - , 2 , 1 
2020,은평구,77, 242 , 124 , 61 , 51 , 3 , 7 , 18 , - , 4 , 2 , 4 , 2 , 1 , 1 , 3 
2020,은평구,78, 310 , 151 , 83 , 73 , 3 , 4 , 25 , - , 3 , 12 , 5 , 1 , 2 , 1 , 1 
2020,은평구,79, 219 , 128 , 58 , 59 , 3 , 4 , 15 , - , 1 , 8 , 4 , - , - , - , - 
2020,은평구,80, 198 , 117 , 49 , 51 , - , 1 , 19 , - , 1 , 3 , 5 , 1 , - , 1 , - 
2020,은평구,81, 199 , 134 , 56 , 49 , 1 , 4 , 24 , - , 4 , 8 , 1 , - , - , - , 1 
2020,은평구,82, 161 , 141 , 47 , 40 , 1 , 3 , 12 , - , 1 , 8 , 1 , - , - , 1 , - 
2020,은평구,83, 180 , 142 , 33 , 40 , - , 1 , 8 , - , 3 , 5 , - , - , - , - , - 
2020,은평구,84, 136 , 122 , 38 , 46 , 1 , 1 , 15 , - , - , 1 , 1 , 1 , - , 2 , - 
2020,은평구,85, 108 , 100 , 23 , 35 , 2 , 1 , 5 , - , 1 , 7 , 1 , - , - , 1 , - 
2020,은평구,86, 100 , 89 , 26 , 20 , - , 2 , 7 , - , 1 , 2 , - , - , - , - , - 
2020,은평구,87, 62 , 84 , 25 , 23 , - , - , 2 , - , 2 , 1 , - , - , - , 1 , - 
2020,은평구,88, 49 , 72 , 15 , 14 , - , - , 5 , - , - , 1 , - , - , - , - , - 
2020,은평구,89, 41 , 57 , 10 , 10 , - , - , 2 , - , - , 1 , - , - , - , 2 , - 
2020,은평구,90, 37 , 47 , 12 , 14 , - , - , 2 , - , - , 1 , - , - , - , - , - 
2020,은평구,91, 28 , 46 , 10 , 9 , - , - , 1 , - , - , 1 , 1 , - , - , - , - 
2020,은평구,92, 22 , 39 , 7 , 3 , - , - , - , - , - , 1 , 1 , - , - , - , - 
2020,은평구,93, 13 , 31 , 6 , 2 , - , - , 1 , - , - , 1 , - , - , - , - , - 
2020,은평구,94, 9 , 12 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,95, 6 , 18 , 1 , 3 , - , - , - , - , - , 1 , - , - , - , - , - 
2020,은평구,96, 4 , 12 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,97, 3 , 5 , - , - , - , 2 , - , - , - , 1 , - , - , - , - , - 
2020,은평구,98, - , 2 , 2 , - , - , - , - , - , - , 1 , - , - , - , - , - 
2020,은평구,99, 2 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,100, 2 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,101, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,은평구,102, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,소계," 5,451 "," 1,847 "," 1,318 "," 1,387 ", 788 , 530 , 616 , 169 , 115 , 113 , 47 , 98 , 28 , 36 , 8 
2020,서대문구,1, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,2, - , 2 , - , 5 , 1 , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,3, 1 , 5 , - , 4 , 1 , - , - , 1 , - , - , - , - , - , - , - 
2020,서대문구,4, - , - , 1 , 2 , 4 , - , - , 2 , 2 , - , - , - , - , - , - 
2020,서대문구,5, - , 2 , - , 8 , 2 , - , - , 11 , 2 , - , - , 1 , - , - , - 
2020,서대문구,6, 2 , 1 , - , 11 , 8 , - , - , 9 , 3 , - , - , - , - , - , - 
2020,서대문구,7, - , - , 2 , 7 , 8 , - , - , 7 , 2 , - , - , - , - , - , - 
2020,서대문구,8, 1 , 2 , - , 5 , 14 , - , - , 4 , - , - , - , - , - , - , - 
2020,서대문구,9, - , 2 , - , 4 , 12 , - , - , 17 , 2 , - , - , - , - , - , - 
2020,서대문구,10, - , 2 , - , 2 , 9 , - , - , 9 , - , - , - , - , 1 , - , - 
2020,서대문구,11, - , 1 , - , 4 , 15 , - , - , 1 , - , - , - , - , 1 , - , - 
2020,서대문구,12, - , 1 , 1 , 1 , 10 , - , - , 3 , - , - , - , - , - , - , - 
2020,서대문구,13, 1 , 2 , 2 , 3 , 9 , - , - , 4 , - , - , - , 1 , - , - , - 
2020,서대문구,14, 1 , 1 , 1 , 3 , 20 , - , - , 3 , - , - , - , - , - , - , - 
2020,서대문구,15, 2 , 2 , - , 5 , 10 , - , - , 5 , - , - , - , 1 , 1 , - , - 
2020,서대문구,16, 4 , 1 , 4 , 6 , 19 , - , - , 4 , - , - , - , - , - , - , - 
2020,서대문구,17, 1 , 1 , 6 , 4 , 12 , - , - , 5 , - , - , - , 1 , 1 , - , - 
2020,서대문구,18, 1 , 2 , 2 , 4 , 16 , - , 1 , 10 , - , - , - , 2 , - , - , - 
2020,서대문구,19, 2 , - , 1 , 5 , 16 , - , 1 , 7 , - , - , - , 1 , - , 1 , - 
2020,서대문구,20, 7 , 1 , 4 , 10 , 20 , - , - , 5 , 2 , - , - , - , - , - , - 
2020,서대문구,21, 9 , 2 , 4 , 6 , 25 , 2 , - , 6 , 2 , - , - , - , - , - , - 
2020,서대문구,22, 4 , 4 , 3 , 4 , 11 , - , - , 4 , - , - , - , - , - , 1 , - 
2020,서대문구,23, 9 , 3 , 2 , 5 , 28 , - , - , 7 , - , - , - , 1 , - , - , - 
2020,서대문구,24, 9 , 1 , 7 , 4 , 24 , 2 , - , 6 , - , - , - , 1 , - , - , - 
2020,서대문구,25, 9 , 2 , 2 , 6 , 23 , 1 , 2 , 3 , - , - , - , 2 , - , - , - 
2020,서대문구,26, 7 , 2 , 7 , 3 , 16 , 1 , 2 , 3 , - , - , - , - , 1 , - , - 
2020,서대문구,27, 12 , 5 , 6 , 4 , 25 , 1 , 2 , 4 , - , - , - , - , - , - , - 
2020,서대문구,28, 9 , 1 , 6 , 6 , 13 , 3 , 2 , 7 , 1 , - , 1 , 1 , - , - , 1 
2020,서대문구,29, 15 , 6 , 10 , 4 , 29 , 8 , 1 , 5 , - , 1 , - , - , - , 1 , - 
2020,서대문구,30, 16 , 4 , 3 , 5 , 10 , 6 , 2 , 6 , - , - , - , 1 , - , - , - 
2020,서대문구,31, 11 , 5 , 5 , 2 , 16 , 1 , 2 , 3 , - , - , - , 1 , - , 1 , - 
2020,서대문구,32, 11 , 1 , 6 , 4 , 15 , 2 , 1 , 1 , - , - , - , - , - , - , - 
2020,서대문구,33, 18 , - , 6 , 6 , 7 , 3 , 2 , 1 , - , - , - , - , - , - , - 
2020,서대문구,34, 8 , 2 , 6 , - , 11 , 1 , 1 , - , - , - , - , - , - , 1 , - 
2020,서대문구,35, 20 , 3 , 6 , 4 , 12 , 2 , 4 , 1 , - , - , - , 1 , - , - , - 
2020,서대문구,36, 12 , 2 , 6 , 8 , 10 , 2 , 5 , - , 2 , 1 , - , - , - , - , 1 
2020,서대문구,37, 26 , 2 , 7 , 5 , 9 , 5 , 5 , 2 , - , 1 , - , - , 1 , - , - 
2020,서대문구,38, 29 , 5 , 10 , 3 , 19 , 15 , 2 , 1 , - , - , - , 1 , - , - , - 
2020,서대문구,39, 24 , 3 , 7 , 5 , 14 , 6 , 1 , 1 , 1 , 1 , - , 1 , - , - , - 
2020,서대문구,40, 30 , 5 , 13 , 5 , 12 , 10 , 6 , - , - , 1 , - , - , 1 , - , - 
2020,서대문구,41, 31 , 5 , 8 , 3 , 13 , 14 , 4 , - , 2 , - , - , - , - , - , 1 
2020,서대문구,42, 34 , 4 , 16 , 5 , 8 , 6 , 7 , - , - , - , - , - , - , - , - 
2020,서대문구,43, 32 , 6 , 10 , 4 , 11 , 13 , 7 , - , 3 , - , - , 1 , 1 , - , - 
2020,서대문구,44, 35 , 5 , 9 , 9 , 13 , 20 , 2 , 1 , - , - , - , 1 , 1 , - , - 
2020,서대문구,45, 37 , 3 , 10 , 11 , 12 , 16 , 7 , - , - , - , 1 , 1 , - , - , - 
2020,서대문구,46, 41 , - , 10 , 10 , 15 , 10 , 4 , - , 1 , 1 , - , - , 1 , - , - 
2020,서대문구,47, 57 , 7 , 15 , 8 , 12 , 12 , 10 , - , 2 , - , 1 , 2 , 1 , - , - 
2020,서대문구,48, 48 , 6 , 14 , 11 , 12 , 17 , 15 , - , 1 , 1 , - , 1 , - , 2 , - 
2020,서대문구,49, 55 , 6 , 16 , 11 , 10 , 21 , 11 , - , - , 1 , - , 1 , - , - , - 
2020,서대문구,50, 74 , 7 , 20 , 10 , 11 , 21 , 6 , - , 1 , 1 , 3 , 1 , 1 , 1 , - 
2020,서대문구,51, 65 , 7 , 12 , 16 , 12 , 23 , 19 , - , 1 , - , - , 3 , 1 , - , - 
2020,서대문구,52, 83 , 5 , 22 , 15 , 9 , 9 , 11 , - , 5 , - , 1 , 2 , 1 , - , - 
2020,서대문구,53, 79 , 6 , 21 , 12 , 9 , 23 , 7 , - , 1 , - , - , 2 , - , 1 , - 
2020,서대문구,54, 101 , 8 , 14 , 16 , 10 , 18 , 10 , - , 3 , 2 , 2 , 1 , 1 , 1 , - 
2020,서대문구,55, 99 , 12 , 16 , 16 , 5 , 16 , 14 , - , 3 , - , - , 1 , - , 1 , - 
2020,서대문구,56, 93 , 15 , 27 , 13 , 11 , 20 , 12 , - , 4 , 1 , - , 1 , 1 , 1 , - 
2020,서대문구,57, 97 , 14 , 25 , 20 , 7 , 14 , 20 , - , - , 2 , 1 , 5 , - , 1 , - 
2020,서대문구,58, 113 , 23 , 23 , 23 , 9 , 23 , 14 , - , 4 , 2 , - , 3 , 2 , 1 , - 
2020,서대문구,59, 132 , 21 , 21 , 23 , 7 , 12 , 18 , - , 2 , 2 , 1 , 4 , 4 , 1 , - 
2020,서대문구,60, 151 , 20 , 30 , 33 , 4 , 24 , 15 , - , 2 , 3 , - , 3 , 3 , 1 , 1 
2020,서대문구,61, 137 , 16 , 25 , 29 , 4 , 24 , 23 , - , 6 , 2 , 2 , 5 , - , 1 , - 
2020,서대문구,62, 148 , 26 , 23 , 24 , 9 , 14 , 11 , - , 2 , 3 , 1 , 5 , - , - , - 
2020,서대문구,63, 152 , 25 , 39 , 38 , 5 , 8 , 26 , - , 3 , 5 , 1 , 6 , - , 1 , 1 
2020,서대문구,64, 144 , 28 , 30 , 34 , 3 , 9 , 12 , - , 3 , 1 , 2 , 3 , - , - , - 
2020,서대문구,65, 177 , 24 , 23 , 27 , 5 , 12 , 25 , - , 3 , 4 , 2 , 5 , 1 , 2 , - 
2020,서대문구,66, 126 , 30 , 34 , 32 , 8 , 8 , 13 , - , - , 2 , 1 , 2 , 1 , 1 , - 
2020,서대문구,67, 139 , 28 , 29 , 28 , 5 , 11 , 13 , - , 4 , 1 , 4 , 2 , - , - , 1 
2020,서대문구,68, 150 , 24 , 32 , 29 , 3 , 5 , 13 , - , 2 , 3 , - , - , - , 1 , - 
2020,서대문구,69, 123 , 31 , 21 , 29 , - , 4 , 16 , - , 1 , 4 , - , 1 , - , - , - 
2020,서대문구,70, 135 , 44 , 38 , 37 , 1 , 2 , 11 , - , 3 , 5 , 1 , 1 , - , 3 , - 
2020,서대문구,71, 147 , 40 , 35 , 43 , 1 , 5 , 17 , - , 4 , 1 , 1 , 2 , - , - , - 
2020,서대문구,72, 134 , 39 , 48 , 31 , - , 3 , 12 , - , 5 , 5 , 2 , 1 , - , 1 , - 
2020,서대문구,73, 149 , 65 , 32 , 36 , 3 , 4 , 22 , - , 2 , 5 , - , 6 , - , - , - 
2020,서대문구,74, 120 , 62 , 35 , 36 , - , 5 , 15 , - , 2 , 5 , 3 , 5 , - , - , - 
2020,서대문구,75, 133 , 45 , 28 , 32 , 2 , - , 13 , - , 1 , 3 , - , 1 , - , - , 1 
2020,서대문구,76, 149 , 55 , 26 , 30 , - , 2 , 10 , - , 2 , 2 , 3 , - , - , 1 , - 
2020,서대문구,77, 147 , 58 , 31 , 44 , - , 5 , 9 , - , 1 , 8 , 2 , - , - , 1 , - 
2020,서대문구,78, 207 , 84 , 48 , 54 , - , - , 13 , - , 3 , 5 , 1 , - , 1 , 2 , - 
2020,서대문구,79, 156 , 74 , 38 , 44 , 2 , 1 , 15 , - , 1 , 4 , 1 , 1 , - , 1 , - 
2020,서대문구,80, 122 , 68 , 35 , 35 , 1 , 2 , 6 , - , 4 , 1 , 1 , - , - , 1 , - 
2020,서대문구,81, 151 , 92 , 27 , 45 , - , 1 , 20 , - , 2 , 3 , 2 , 1 , - , 1 , 1 
2020,서대문구,82, 96 , 74 , 26 , 43 , - , - , 12 , - , 1 , 3 , 1 , - , - , 2 , - 
2020,서대문구,83, 96 , 64 , 14 , 33 , - , - , 7 , - , 2 , 4 , 2 , - , - , - , - 
2020,서대문구,84, 100 , 75 , 25 , 30 , - , - , 7 , - , - , 3 , 1 , - , - , 1 , - 
2020,서대문구,85, 98 , 67 , 19 , 21 , - , 1 , 8 , - , 1 , 1 , 1 , - , - , - , - 
2020,서대문구,86, 55 , 64 , 13 , 15 , - , - , 1 , - , - , 2 , - , - , - , - , - 
2020,서대문구,87, 47 , 52 , 14 , 11 , - , - , 3 , - , - , 2 , - , - , - , - , - 
2020,서대문구,88, 42 , 43 , 13 , 12 , - , 1 , 4 , - , - , 1 , 1 , 1 , - , - , - 
2020,서대문구,89, 25 , 20 , 8 , 8 , - , - , 1 , - , 2 , 1 , - , - , - , - , - 
2020,서대문구,90, 27 , 30 , 6 , 8 , 1 , - , 1 , - , - , 1 , - , - , - , - , - 
2020,서대문구,91, 21 , 30 , 8 , 8 , - , - , 1 , - , - , 1 , - , - , - , - , - 
2020,서대문구,92, 5 , 30 , 1 , 3 , - , - , 1 , - , 1 , 1 , - , - , - , - , - 
2020,서대문구,93, 5 , 20 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,94, 6 , 14 , 4 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,95, 6 , 11 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,96, 2 , 4 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,97, 1 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,98, 3 , 4 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,99, - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,101, 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,102, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,103, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,104, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,서대문구,108, - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,소계," 5,587 "," 1,879 "," 1,481 "," 1,382 ", 850 , 505 , 618 , 197 , 119 , 120 , 53 , 86 , 32 , 31 , 11 
2020,마포구,1, - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,2, - , - , - , 4 , 2 , - , - , - , - , - , - , - , - , - , - 
2020,마포구,3, - , 3 , - , 7 , 5 , - , - , - , 1 , - , - , - , - , - , - 
2020,마포구,4, - , 2 , - , 5 , 6 , - , - , 2 , 5 , - , - , - , - , - , - 
2020,마포구,5, - , - , 1 , 6 , 2 , - , - , 5 , 3 , - , - , - , - , - , - 
2020,마포구,6, - , - , - , 7 , 5 , - , - , 10 , 2 , - , - , - , - , - , - 
2020,마포구,7, 2 , 1 , 1 , 8 , 4 , - , - , 3 , 2 , - , - , - , - , - , - 
2020,마포구,8, - , - , 4 , 3 , 6 , - , - , 8 , 1 , - , - , - , - , - , - 
2020,마포구,9, 1 , 1 , 1 , 4 , 6 , - , - , 9 , 3 , - , - , - , - , - , - 
2020,마포구,10, - , 2 , - , 2 , 12 , - , - , 11 , 1 , - , - , 1 , - , - , - 
2020,마포구,11, - , - , - , 4 , 15 , - , - , 10 , - , - , - , - , - , - , - 
2020,마포구,12, 1 , - , 1 , 2 , 14 , - , - , 14 , 1 , - , - , - , - , - , - 
2020,마포구,13, - , 3 , - , 4 , 14 , - , - , 10 , - , - , - , - , - , - , - 
2020,마포구,14, - , 2 , 1 , 5 , 11 , - , - , 10 , 2 , - , - , - , - , - , - 
2020,마포구,15, 2 , 1 , 1 , 2 , 11 , - , 1 , 8 , - , - , - , - , - , - , - 
2020,마포구,16, - , 2 , 4 , 5 , 13 , - , - , 7 , - , - , 1 , 1 , - , - , - 
2020,마포구,17, 2 , 2 , - , 3 , 17 , - , - , 4 , - , - , - , 1 , - , 1 , - 
2020,마포구,18, 4 , 5 , 2 , 3 , 18 , - , 1 , 2 , 1 , - , - , - , - , 1 , - 
2020,마포구,19, 5 , 2 , 3 , 8 , 19 , - , 1 , 3 , - , - , - , - , - , - , - 
2020,마포구,20, 4 , 4 , 4 , 6 , 27 , - , - , 2 , - , - , - , 1 , - , - , - 
2020,마포구,21, 6 , 2 , 1 , 6 , 21 , - , - , 7 , - , - , - , - , - , - , - 
2020,마포구,22, 7 , 3 , 4 , 5 , 28 , - , 1 , 7 , 1 , - , - , 1 , - , 2 , - 
2020,마포구,23, 5 , 1 , 3 , 5 , 25 , 1 , - , 10 , 1 , - , - , - , - , - , - 
2020,마포구,24, 11 , 4 , 6 , 4 , 23 , - , 2 , 7 , - , - , - , 1 , 2 , - , - 
2020,마포구,25, 10 , 1 , 3 , 8 , 18 , 1 , - , 9 , - , 1 , - , - , - , - , - 
2020,마포구,26, 11 , 5 , 5 , 7 , 29 , 1 , 2 , 4 , - , - , 1 , - , - , 1 , - 
2020,마포구,27, 12 , 3 , 5 , 5 , 32 , - , 2 , 1 , - , - , - , - , - , - , - 
2020,마포구,28, 10 , 3 , 4 , 8 , 25 , 1 , 2 , 6 , - , - , - , - , - , - , - 
2020,마포구,29, 24 , 6 , 5 , 3 , 16 , 2 , 1 , 4 , - , - , - , - , - , - , 1 
2020,마포구,30, 17 , 1 , 6 , 5 , 11 , 2 , 2 , 4 , - , - , - , - , - , - , - 
2020,마포구,31, 13 , 1 , 6 , 6 , 23 , 2 , 2 , 5 , - , - , - , 1 , - , 3 , - 
2020,마포구,32, 10 , - , 13 , 6 , 12 , 1 , - , 2 , - , - , - , 1 , 1 , - , - 
2020,마포구,33, 17 , 1 , 6 , 2 , 16 , 2 , 2 , 2 , - , - , - , - , - , - , 1 
2020,마포구,34, 27 , 2 , 11 , 6 , 16 , 4 , 1 , 3 , 1 , - , - , - , - , 1 , - 
2020,마포구,35, 16 , 1 , 4 , 1 , 15 , 6 , 2 , 1 , - , - , - , 1 , - , - , - 
2020,마포구,36, 25 , 5 , 7 , 4 , 13 , 6 , 5 , 1 , - , - , 1 , 1 , - , - , 1 
